rank,word,paradigm,frequency,weight,DISKRIM,LAMUV,NETAISN,AICIN,DARB,PERS,ASOC,MILIT,NOSOD,EMOC,NODEV
1048,партизан,Rus,587,0.4,0,0,0,0,0,0,0,1,0,0,0
1049,nozadzējs,D1.s,586,0.7,0,0,1,0,0,0,0,0,0,0,0
1050,беркут,Rus,583,0.4,0,0,0,0,0,0,0,1,0,0,0
1051,жестокость,Rus,578,0.4,0,0,0,0,0,0,1,0,0,0,0
1052,кинуть,Rus,576,0.7,0,0,0,0,0,0,0,0,0,0,1
1053,пиндос,Rus,575,0.55,1,1,0,0,0,0,0,0,0,0,0
1054,заключить,Rus,573,0.4,0,0,0,0,0,0,1,0,0,0,0
1055,обидеть,Rus,573,1.0,0,0,0,0,1,0,0,0,0,0,0
1056,сосать,Rus,572,0.4,0,0,0,0,0,0,1,0,0,0,0
1057,драка,Rus,571,1.0,0,0,0,0,1,0,0,0,0,0,0
1058,разруха,Rus,568,0.7,0,0,0,0,0,0,0,0,1,0,0
1060,aptraipīts,Īp.s,563,0.7,0,0,0,0,0,0,0,0,1,0,0
1061,covididiots,D1.s,561,0.4,0,1,0,0,0,0,0,0,0,0,0
1062,неонацист,Rus,561,0.4,0,0,0,0,0,0,1,0,0,0,0
1063,рухнуть,Rus,560,1.0,0,0,0,0,1,0,0,0,0,0,0
1064,lobētāja,D4.a,556,0.7,0,0,1,0,0,0,0,0,0,0,0
1065,завоевать,Rus,553,0.4,0,0,0,0,0,0,0,1,0,0,0
1066,рейх,Rus,553,0.4,0,0,0,0,0,0,1,0,0,0,0
1067,педераст,Rus,549,0.55,1,1,0,0,0,0,0,0,0,0,0
1068,виновный,Rus,545,0.7,0,0,0,0,0,0,0,0,1,0,0
1070,избить,Rus,543,1.0,0,0,0,0,1,0,0,0,0,0,0
1071,диктатор,Rus,540,0.4,0,0,0,0,0,0,0,1,0,0,0
1072,спровоцировать,Rus,540,1.0,0,0,0,0,1,0,0,0,0,0,0
1073,хуй,Rus,538,0.4,0,0,0,0,0,0,0,0,0,0,0
1074,гнида,Rus,533,0.4,0,1,0,0,0,0,0,0,0,0,0
1075,гулаг,Rus,533,0.4,0,0,0,0,0,0,1,0,0,0,0
1076,выгнать,Rus,531,1.0,0,0,0,0,1,0,0,0,0,0,0
1077,жрать,Rus,530,0.7,0,0,0,0,0,0,0,0,1,0,0
1078,прокурор,Rus,528,0.4,0,0,0,0,0,0,1,0,0,0,0
1079,сортир,Rus,523,0.4,0,0,0,0,0,0,1,0,0,0,0
1080,зверство,Rus,522,0.4,0,0,0,0,0,0,1,0,0,0,0
1081,изнасилование,Rus,522,1.0,0,0,0,0,1,0,0,0,0,0,0
1082,шовинизм,Rus,521,0.7,1,0,0,0,0,0,0,0,0,0,0
1083,взрыть,Rus,520,0.4,0,0,0,0,0,0,0,1,0,0,0
1084,граната,Rus,519,0.4,0,0,0,0,0,0,0,1,0,0,0
1085,бомбардировка,Rus,517,0.4,0,0,0,0,0,0,0,1,0,0,0
1086,сука,Rus,516,0.4,0,1,0,0,0,0,0,0,0,0,0
1087,свастика,Rus,513,0.4,0,0,0,0,0,0,1,0,0,0,0
1088,сволочь,Rus,513,0.7,0,0,0,0,0,0,0,0,1,0,0
1089,адмирал,Rus,510,0.4,0,0,0,0,0,0,0,1,0,0,0
1090,адольф,Rus,505,0.7,0,0,0,0,0,1,0,0,0,0,0
1091,скрывать,Rus,497,1.0,0,0,0,0,0,0,0,0,0,0,0
1092,trampists,D1.s,484,0.4,0,1,0,0,0,0,0,0,0,0,0
1093,хам,Rus,458,0.7,0,0,0,0,0,0,0,0,1,0,0
1094,маразм,Rus,437,0.7,0,0,0,0,0,0,0,0,0,0,0
1095,pakijs,D1.s,421,0.7,1,0,0,0,0,0,0,0,0,0,0
1096,zombokaste,D5.e,404,0.4,0,1,0,0,0,0,0,0,0,0,0
1097,mīkstčaulīgs,Īp.s,383,0.7,0,0,0,0,0,0,0,0,1,0,0
1098,заложник,Rus,365,0.7,0,0,0,0,0,0,0,0,0,0,0
1100,засада,Rus,323,0.4,0,0,0,0,0,0,0,0,0,0,0
1101,варвар,Rus,320,0.4,0,0,0,0,0,0,1,0,0,0,0
1102,panikotājs,D1.s,316,0.4,0,1,0,0,0,0,0,0,0,0,0
1103,обречен,Rus,275,0.7,0,0,0,0,0,0,0,0,0,0,0
1104,батрак,Rus,274,0.7,0,0,1,0,0,0,0,0,0,0,0
1105,даун,Rus,264,0.4,0,0,0,0,0,0,0,0,0,0,0
1106,sabakstīt,K3.īt,255,1.0,0,0,0,0,1,0,0,0,0,0,0
1107,kovidšovs,D1.s,252,0.4,0,1,0,0,0,0,0,0,0,0,0
1108,plāndēmija,D4.a,252,0.4,0,1,0,0,0,0,0,0,0,0,0
1109,бухать,Rus,245,1.0,0,0,0,0,0,0,0,0,0,0,0
1110,страж,Rus,241,0.4,0,0,0,0,0,0,1,0,0,0,0
1111,ложе,Rus,184,0.7,0,0,0,0,0,0,0,0,1,0,0
1112,tukšpaurītis,D2.tis,181,0.4,0,1,0,0,0,0,0,0,0,0,0
1113,бункер,Rus,180,0.4,0,0,0,0,0,0,0,0,0,0,0
1114,kroņvīruss,D1.s,169,0.4,0,1,0,0,0,0,0,0,0,0,0
1115,folijcepurīte,D5.e,166,0.4,0,1,0,0,0,0,1,0,0,0,0
1116,кабан,Rus,146,0.4,0,0,0,0,0,0,0,0,0,0,0
1117,голуба,Rus,145,0.7,1,0,0,0,0,0,0,0,0,0,0
1120,падло,Rus,116,0.4,0,1,0,0,0,0,0,0,0,0,0
1121,ржать,Rus,113,1.0,0,0,0,0,0,0,0,0,0,0,0
1122,covidfobs,D1.s,108,0.4,0,1,0,0,0,0,0,0,0,0,0
1123,вылечить,Rus,106,1.0,0,0,0,0,0,0,0,0,0,0,0
1124,козёл,Rus,102,0.4,0,0,0,0,0,0,0,0,0,0,0
1125,истерия,Rus,99,1.0,0,0,0,0,0,0,0,0,0,0,0
1126,covidhistērija,D4.a,91,0.4,0,1,0,0,0,0,0,0,0,0,0
1127,tintenieks,D1.s,91,0.4,0,1,0,0,0,0,0,0,0,0,0
1128,shēmotāja,D4.a,85,0.4,0,1,0,0,0,0,0,0,0,0,0
1129,нагнетать,Rus,82,1.0,0,0,0,0,0,0,0,0,0,0,0
1130,болтун,Rus,81,0.7,0,0,0,0,0,0,0,0,1,0,0
1131,izurķēt,K2.t,74,1.0,0,0,0,0,1,0,0,0,0,0,0
1132,хамит,Rus,73,0.85,0,0,0,0,1,0,0,0,1,0,0
1133,бедняк,Rus,68,0.7,0,0,1,0,0,0,0,0,0,0,0
1134,напалм,Rus,61,0.4,0,0,0,0,0,0,0,0,0,0,0
1135,деза,Rus,59,0.4,0,0,0,0,0,0,0,0,0,0,0
1137,демон,Rus,55,0.55,0,0,0,0,0,0,0,0,0,0,0
1138,липовый,Rus,50,0.4,0,0,0,0,0,0,0,0,0,0,0
1139,истеричка,Rus,41,0.4,0,0,0,0,0,0,0,0,0,0,0
1141,albinoss,D1.s,38,0.4,0,1,0,0,0,0,0,0,0,0,0
1142,проходной,Rus,34,0.1,0,0,0,0,0,0,0,0,0,0,0
1143,зараза,Rus,23,0.55,0,0,0,0,0,0,0,0,0,0,0
1144,доставать,Rus,22,1.0,0,0,0,0,0,0,0,0,0,0,0
1145,толстосум,Rus,21,0.4,0,0,0,0,0,0,0,0,0,0,0
1146,альфонс,Rus,19,0.4,0,1,0,0,0,0,0,0,0,0,0
1147,рептилоид,Rus,18,0.4,0,0,0,0,0,0,0,0,0,0,0
1149,kovidticīgs,D1.s,15,0.4,0,1,0,0,0,0,0,0,0,0,0
1150,pašizolants,D1.s,12,0.4,0,1,0,0,0,0,0,0,0,0,0
1151,aparietis,D2.tis,11,0.7,1,0,0,0,0,0,0,0,0,0,0
1153,паникёр,Rus,11,0.7,0,0,0,0,0,0,0,0,0,0,0
1154,kovidisms,D1.s,10,0.4,0,1,0,0,0,0,0,0,0,0,0
1155,брехня,Rus,9,0.55,0,0,0,0,0,0,0,0,0,0,0
1156,таскаться,Rus,8,1.0,0,0,0,0,0,0,0,0,0,0,0
1157,apsmieklvalstele,D5.le,7,0.4,0,1,0,0,0,0,0,0,0,0,0
1158,covididiotija,D4.a,4,0.4,0,1,0,0,0,0,0,0,0,0,0
1159,шнырять,Rus,4,1.0,0,0,0,0,0,0,0,0,0,0,0
1160,kroņgripa,D4.a,2,0.4,0,1,0,0,0,0,0,0,0,0,0
1161,доиграться,Rus,1,0.1,0,0,0,0,0,0,0,0,0,0,0
1162,натовский,Rus,1,0.4,0,0,0,0,0,0,0,0,0,0,0
1163,поганый,Rus,1,0.55,0,0,0,0,0,0,0,0,0,0,0
1164,пугать,Rus,1,1.0,0,0,0,0,0,0,0,0,0,0,0
