rank,word,paradigm,frequency,weight,DISKRIM,LAMUV,NETAISN,AICIN,DARB,PERS,ASOC,MILIT,NOSOD,EMOC,NODEV
356,politmafija,D4.a,9136,0.7,0,0,1,0,0,0,0,0,0,0,0
357,nepieņemams,Īp.s,9133,0.7,0,0,0,0,0,0,0,0,1,0,0
358,kulaks,D1.s,9132,0.7,0,0,1,0,0,0,0,0,0,0,0
359,liekulīgs,Īp.s,9073,0.7,0,0,0,0,0,0,0,0,1,0,0
360,sodāms,Īp.s,8965,0.4,0,0,0,0,0,0,1,0,0,0,0
361,degradēts,Īp.s,8952,0.4,0,0,0,0,0,0,1,0,0,0,0
362,noriet,K1.iet.eju.ēju,8943,1.0,0,0,0,0,1,0,0,0,0,0,0
363,izvarots,Īp.s,8939,1.0,0,0,0,0,1,0,0,0,0,0,0
364,uzspridzināt,K3.ināt,8834,1.0,0,0,0,1,1,0,0,0,0,0,0
365,sabojāts,Īp.s,8809,1.0,0,0,0,0,1,0,0,0,0,0,0
366,pistole,D5.e,8802,0.4,0,0,0,0,0,0,0,1,0,0,0
367,aizvākt,K1.kt.cu.cu,8763,1.0,0,0,0,0,1,0,0,0,0,0,0
368,pulveris,D2.is,8745,0.4,0,0,0,0,0,0,0,1,0,0,0
369,spīdzināt,K3.ināt,8740,1.0,0,0,0,1,1,0,0,0,0,0,0
370,apčakarēt,K2.t,8729,0.7,0,0,1,0,0,0,0,0,0,0,0
371,iesist,K1.st.tu.tu,8709,1.0,0,0,0,0,1,0,0,0,0,0,0
372,ienīsts,Īp.s,8657,1.0,0,0,0,0,0,0,0,0,0,1,0
373,оружие,Rus,8629,0.4,0,0,0,0,0,0,0,1,0,0,0
374,nejēdzīgs,Īp.s,8602,0.7,0,0,0,0,0,0,0,0,1,0,0
375,klapēt,K2.t,8576,1.0,0,0,0,0,1,0,0,0,0,0,0
376,šaušana,D4.a,8498,1.0,0,0,0,0,1,0,0,0,0,0,0
377,mūdzis,D2.zis,8465,0.4,0,1,0,0,0,0,0,0,0,0,0
378,iedzīt,K3.īt,8419,0.7,0,0,1,0,0,0,0,0,0,0,0
379,заражения,Rus,8386,0.7,0,0,0,0,0,0,0,0,0,0,0
380,sovjets,D1.s,8259,0.7,1,0,0,0,0,0,0,0,0,0,0
381,kautiņš,D1.š,8255,1.0,0,0,0,0,1,0,0,0,0,0,0
382,norauties,K1.auties.aujos.āvos,8254,1.0,0,0,0,0,1,0,0,0,0,0,0
383,nokaut,K1.aut.auju.āvu,8217,1.0,0,0,0,0,1,0,0,0,0,0,0
384,skaudīgs,Īp.s,8204,1.0,0,0,0,0,0,0,0,0,0,1,0
385,indēt,K2.t,8202,0.4,0,0,0,0,0,0,1,0,0,0,0
386,ierobežošana,D4.a,8192,0.7,0,0,1,0,0,0,0,0,0,0,0
387,nejēdzība,D4.a,8192,0.7,0,0,0,0,0,0,0,0,1,0,0
388,atriebība,D4.a,8183,0.7,0,0,1,0,0,0,0,0,0,0,0
389,террорист,Rus,8162,0.4,0,0,0,0,0,0,0,1,0,0,0
390,gnīda,D4.a,8155,0.4,0,1,0,0,0,0,0,0,0,0,0
391,masons,D1.s,8087,0.55,0,0,1,0,0,0,1,0,0,0,0
392,stobrs,D1.s,8069,0.4,0,0,0,0,0,0,0,1,0,0,0
393,dedzināšana,D4.a,7964,1.0,0,0,0,0,1,0,0,0,0,0,0
394,nekauņa,D4.a,7957,0.7,0,0,0,0,0,0,0,0,1,0,0
395,krāpt,K1.pt.pju.pu,7956,0.7,0,0,1,0,0,0,0,0,0,0,0
396,neapmierinātība,D4.a,7933,1.0,0,0,0,0,0,0,0,0,0,1,0
397,iznīkt,K1.kt.kstu.ku,7927,1.0,0,0,0,0,1,0,0,0,0,0,0
398,atmaskot,K2.t,7868,0.4,0,0,0,0,0,0,1,0,0,0,0
399,korumpante,D5.e,7805,0.7,0,0,1,0,0,0,0,0,0,0,0
400,iekost,K1.st.žu.du,7584,1.0,0,0,0,0,1,0,0,0,0,0,0
401,iznīdēt,K2.t,7511,1.0,0,0,0,0,1,0,0,0,0,0,0
402,cietējs,D1.s,7506,0.55,0,0,1,0,0,0,1,0,0,0,0
403,snaiperis,D2.is,7487,0.4,0,0,0,0,0,0,0,1,0,0,0
404,солдат,Rus,7478,0.4,0,0,0,0,0,0,0,1,0,0,0
405,izvarotājs,D1.s,7454,1.0,0,0,0,0,1,0,0,0,0,0,0
406,tumsoņa,D4.a,7451,0.4,0,1,0,0,0,0,0,0,0,0,0
407,ņirgt,K1.gt.dzu.dzu,7417,1.0,0,0,0,0,1,0,0,0,0,0,0
408,izolēt,K2.t,7416,1.0,0,0,0,0,1,0,0,0,0,0,0
409,погибнуть,Rus,7380,0.4,0,0,0,0,0,0,1,0,0,0,0
410,ākstīties,K3.īties,7352,0.4,0,1,0,0,0,0,0,0,0,0,0
411,iekarots,Īp.s,7335,0.4,0,0,0,0,0,0,0,1,0,0,0
412,pedofīlija,D4.a,7323,0.4,0,0,0,0,0,0,1,0,0,0,0
413,aptaurēts,Īp.s,7312,0.4,0,1,0,0,0,0,0,0,0,0,0
414,uzpurnis,D2.nis,7312,0.4,0,0,0,0,0,0,1,0,0,0,0
415,šovinisms,D1.s,7264,0.55,1,0,0,0,0,0,1,0,0,0,0
416,nodevīgs,Īp.s,7234,0.1,0,0,0,0,0,0,0,0,0,0,1
417,sadegt,K1.gt.gu.gu,7205,1.0,0,0,0,0,1,0,0,0,0,0,0
418,bandītisks,Īp.s,7141,0.4,0,0,0,0,0,0,1,0,0,0,0
419,dirsa,D4.a,7131,0.4,0,1,0,0,0,0,0,0,0,0,0
420,kakāt,K2.t,7099,0.4,0,0,0,0,0,0,1,0,0,0,0
421,noslepkavots,Īp.s,7029,1.0,0,0,0,0,1,0,0,0,0,0,0
422,kropls,Īp.s,6978,0.55,1,1,0,0,0,0,0,0,0,0,0
423,nošauties,K1.auties.aujos.āvos,6836,1.0,0,0,0,0,1,0,0,0,0,0,0
424,kūdīt,K3.īt,6835,1.0,0,0,0,0,1,0,0,0,0,0,0
425,apzagts,Īp.s,6813,0.85,0,0,1,0,1,0,0,0,0,0,0
426,streikot,K2.t,6792,0.4,0,0,0,0,0,0,1,0,0,0,0
427,nīkulis,D2.lis,6780,0.4,0,1,0,0,0,0,0,0,0,0,0
428,šokējošs,Īp.s,6726,0.4,0,0,0,0,0,0,1,0,0,0,0
429,karabāze,D5.e,6707,0.4,0,0,0,0,0,0,0,1,0,0,0
430,kājstarpe,D5.e,6703,0.4,0,0,0,0,0,0,1,0,0,0,0
431,asinis,D2.nis,6673,0.4,0,0,0,0,0,0,1,0,0,0,0
432,upurēt,K2.t,6594,0.7,0,0,1,1,0,0,1,0,0,0,0
433,perdelis,D2.lis,6593,0.4,0,1,0,0,0,0,0,0,0,0,0
434,kalašņikovs,D1.s,6561,0.4,0,0,0,0,0,0,1,1,0,0,0
435,ultimāts,D1.s,6513,0.4,0,0,0,0,0,0,1,1,0,0,0
436,korumpants,D1.s,6503,0.7,0,0,1,0,0,0,0,0,0,0,0
437,privatizēt,K2.t,6424,0.7,0,0,1,0,0,0,0,0,0,0,0
438,močīt,K2.t,6396,1.0,0,0,0,0,1,0,0,0,0,0,0
439,sašķelt,K1.elt.eļu.ēlu,6391,1.0,0,0,0,1,1,0,0,0,0,0,0
440,netaisnīgs,Īp.s,6375,0.7,0,0,1,0,0,0,0,0,0,0,0
441,ložmetējs,D1.s,6366,0.4,0,0,0,0,0,0,0,1,0,0,0
442,фашизм,Rus,6358,0.4,0,0,0,0,0,0,1,0,0,0,0
444,spīdzināšana,D4.a,6348,1.0,0,0,0,0,1,0,0,0,0,0,0
445,kaunēties,K2.ties,6343,0.7,0,0,0,0,0,0,0,0,1,0,0
446,noniecināt,K3.ināt,6239,1.0,0,0,0,0,1,0,0,0,0,0,0
447,убить,Rus,6238,1.0,0,0,0,0,1,0,0,0,0,0,0
448,sazagties,K1.agties.ogos.agos,6218,0.7,0,0,1,0,0,0,0,0,0,0,0
449,aizklapēt,K2.t,6124,0.85,0,0,0,0,1,0,0,0,0,0,1
450,spļāviens,D1.s,6036,1.0,0,0,0,0,1,0,0,0,0,0,0
451,atmaksāts,Īp.s,6002,0.7,0,0,1,0,0,0,0,0,0,0,0
452,pederasts,D1.s,5958,0.7,1,0,0,0,0,0,0,0,0,0,0
453,kapitāliste,D5.e,5957,0.7,0,0,1,0,0,0,0,0,0,0,0
454,vergturis,D2.is,5951,0.7,0,0,1,0,0,0,0,0,0,0,0
455,nāvējošs,Īp.s,5940,0.4,0,0,0,0,0,0,1,0,0,0,0
456,aizturēšana,D4.a,5893,1.0,0,0,0,0,1,0,0,0,0,0,0
457,танк,Rus,5777,0.4,0,0,0,0,0,0,0,1,0,0,0
458,riebt,K1.bt.bju.bu,5774,0.4,0,0,0,0,0,0,1,0,0,0,0
459,izdrāzt,K1.zt.žu.zu,5768,1.0,0,0,0,0,1,0,0,0,0,0,0
460,kropļot,K2.t,5752,1.0,0,0,0,0,1,0,0,0,0,0,0
461,apzagšana,D4.a,5747,0.85,0,0,1,0,1,0,0,0,0,0,0
462,mafiozs,Īp.s,5714,0.4,0,0,0,0,0,0,1,0,0,0,0
463,slepkavnieks,D1.s,5714,0.4,0,0,0,0,0,0,1,0,0,0,0
464,krāpties,K1.pties.pjos.pos,5706,0.7,0,0,1,0,0,0,0,0,0,0,0
465,aizrīties,K1.īties.ijos.ijos,5704,1.0,0,0,0,0,1,0,0,0,0,0,0
466,aptrakt,K1.kt.kstu.ku,5691,0.4,0,0,0,0,0,0,1,0,0,0,0
467,apkaunot,K2.t,5679,0.7,0,0,0,0,0,0,0,0,1,0,0
468,sodīšana,D4.a,5645,0.4,0,0,0,0,0,0,1,0,0,0,0
469,zaglēns,D1.s,5608,0.8,0,0,1,0,1,0,0,0,1,0,0
470,aizvainot,K2.t,5580,0.7,0,0,1,0,0,0,0,0,0,0,0
471,apcietināt,K3.ināt,5542,1.0,0,0,0,0,1,0,0,0,0,0,0
472,nodegt,K1.gt.gu.gu,5534,0.4,0,0,0,0,0,0,1,0,0,0,0
473,anarhija,D4.a,5532,0.4,0,0,0,0,0,0,1,0,0,0,0
474,laizītājs,D1.s,5526,0.4,0,1,0,0,0,0,0,0,0,0,0
475,nozagšana,D4.a,5494,0.7,0,0,1,0,0,0,0,0,0,0,0
476,diskriminēt,K2.t,5453,0.7,0,0,1,0,0,0,0,0,0,0,0
477,spaidīt,K3.īt,5447,0.1,0,0,0,0,0,0,0,0,0,0,0
478,враг,Rus,5439,0.4,0,0,0,0,0,0,1,0,0,0,0
479,gāzts,Īp.s,5435,1.0,0,0,0,0,1,0,0,0,0,0,0
480,komuņaga,D4.a,5344,0.4,0,1,0,0,0,0,0,0,0,0,0
481,bīstamība,D4.a,5326,0.4,0,0,0,0,0,0,1,0,0,0,0
482,армия,Rus,5297,0.4,0,0,0,0,0,0,0,1,0,0,0
483,izkrāpt,K1.pt.pju.pu,5260,0.7,0,0,1,0,0,0,0,0,0,0,0
484,apkrāpt,K1.pt.pju.pu,5253,0.7,0,0,1,0,0,0,0,0,0,0,0
485,фашист,Rus,5215,0.4,0,0,0,0,0,0,1,0,0,0,0
486,боевик,Rus,5168,0.4,0,0,0,0,0,0,0,1,0,0,0
487,jāatmaksā,Fix,5159,0.7,0,0,1,0,0,0,0,0,0,0,0
488,demolēt,K2.t,5148,1.0,0,0,0,0,1,0,0,0,0,0,0
489,iekarošana,D4.a,5115,0.4,0,0,0,0,0,0,0,1,0,0,0
490,liberasts,D1.s,5104,0.4,0,1,0,0,0,0,0,0,0,0,0
491,pufaika,D4.a,5101,0.1,0,0,0,0,0,0,0,0,0,0,0
492,paverdzināt,K3.ināt,5029,0.7,0,0,1,0,0,0,0,0,0,0,0
493,inficēt,K2.t,4963,1.0,0,0,0,0,1,0,0,0,0,0,0
494,matuška,D4.a,4932,0.7,1,0,0,0,0,0,0,0,0,0,0
495,nolikvidēt,K2.t,4931,1.0,0,0,0,0,1,0,0,0,0,0,0
496,salauzts,Īp.s,4931,1.0,0,0,0,0,1,0,0,0,0,0,0
497,воевать,Rus,4862,0.4,0,0,0,0,0,0,0,1,0,0,0
498,sagraušana,D4.a,4837,1.0,0,0,0,0,1,0,0,0,0,0,0
499,līkdegunis,D2.nis,4814,0.55,1,1,0,0,0,0,0,0,0,0,0
500,buržujs,D1.s,4793,0.7,0,0,1,0,0,0,0,0,0,0,0
501,apklust,K1.st.stu.su,4755,1.0,0,0,0,0,1,0,0,0,0,0,0
502,ракета,Rus,4741,0.4,0,0,0,0,0,0,0,1,0,0,0
503,apmelošana,D4.a,4733,0.7,0,0,1,0,0,0,0,0,0,0,0
504,jāmirst,Fix,4687,1.0,0,0,0,1,0,0,0,0,0,0,0
505,cīnītāja,D4.a,4665,0.7,0,0,0,0,1,0,0,1,0,0,0
506,atšaut,K1.aut.auju.āvu,4656,1.0,0,0,0,0,1,0,0,0,0,0,0
507,lobēšana,D4.a,4650,0.7,0,0,1,0,0,0,0,0,0,0,0
508,nigers,D1.s,4650,0.55,1,1,0,0,0,0,0,0,0,0,0
509,spridzeklis,D2.lis,4649,0.4,0,0,0,0,0,0,0,1,0,0,0
510,uzkurināt,K3.ināt,4627,1.0,0,0,0,0,1,0,0,0,0,0,0
511,гитлер,Rus,4606,0.7,0,0,0,0,0,1,0,0,0,0,0
512,zvērīgs,Īp.s,4586,0.4,0,0,0,0,0,0,1,0,0,0,0
513,суд,Rus,4567,0.4,0,0,0,0,0,0,1,0,0,0,0
514,aizliegšana,D4.a,4556,1.0,0,0,0,0,1,0,0,0,0,0,0
515,aizvainojums,D1.s,4555,0.7,0,0,1,0,0,0,0,0,0,0,0
516,apmirt,K1.t.stu.u,4544,1.0,0,0,0,0,1,0,0,0,0,0,0
517,режим,Rus,4544,0.7,0,0,1,0,0,0,0,0,0,0,0
518,krievžīds,D1.s,4543,0.55,1,1,0,0,0,0,0,0,0,0,0
519,paņirgāties,K2.ties,4515,1.0,0,0,0,0,1,0,0,0,0,0,0
520,mahinators,D1.s,4507,0.7,0,0,1,0,0,0,0,0,0,0,0
521,kaitniecība,D4.a,4476,1.0,0,0,0,0,1,0,0,0,0,0,0
522,apkaunojošs,Īp.s,4434,0.7,0,0,0,0,0,0,0,0,1,0,0
523,saindēts,Īp.s,4352,1.0,0,0,0,0,1,0,0,0,0,0,0
524,нацист,Rus,4297,0.4,0,1,0,0,0,0,0,0,0,0,0
525,пропаганда,Rus,4277,0.4,0,0,0,0,0,0,1,0,0,0,0
526,майдан,Rus,4253,0.4,0,0,0,0,0,0,1,0,0,0,0
527,aizvainots,Īp.s,4244,0.7,0,0,1,0,0,0,0,0,0,0,0
528,sagrūt,K1.ūt.ūstu.uvu,4221,1.0,0,0,0,0,1,0,0,0,0,0,0
529,sagrāve,D5.e,4213,1.0,0,0,0,0,1,0,0,0,0,0,0
530,iekarotājs,D1.s,4197,0.4,0,0,0,0,0,0,0,1,0,0,0
531,necienīgs,Īp.s,4175,0.7,0,0,0,0,0,0,0,0,1,0,0
532,nošaušana,D4.a,4171,1.0,0,0,0,0,1,0,0,0,0,0,0
533,autoritārs,Īp.s,4169,0.7,0,0,1,0,0,0,0,0,0,0,0
534,jākaro,Fix,4092,1.0,0,0,0,1,0,0,0,0,0,0,0
535,nolāpīts,Īp.s,4086,1.0,0,0,0,0,1,0,0,0,0,0,0
536,šaujamierocis,D2.cis,4072,0.4,0,0,0,0,0,0,0,1,0,0,0
537,krāpšanās,DR.šanās,4071,0.7,0,0,1,0,0,0,0,0,0,0,0
538,aizskarts,Īp.s,4062,1.0,0,0,0,0,1,0,0,0,0,0,0
539,jāsit,Fix,4054,1.0,0,0,0,1,0,0,0,0,0,0,0
540,miršana,D4.a,4048,0.4,0,0,0,0,0,0,1,0,0,0,0
541,agresivitāte,D5.e,4043,0.4,0,0,0,0,0,0,1,0,0,0,0
542,sātanists,D1.s,4000,0.4,0,0,0,0,0,0,1,0,0,0,0
543,nīst,K1.st.stu.du,3987,1.0,0,0,0,0,0,0,0,0,0,1,0
544,kapracis,D2.cis,3982,0.4,0,0,0,0,0,0,1,0,0,0,0
545,huligānisms,D1.s,3980,0.4,0,0,0,0,0,0,1,0,0,0,0
546,sacelšanās,DR.šanās,3937,1.0,0,0,0,0,1,0,0,0,0,0,0
547,батальон,Rus,3922,0.4,0,0,0,0,0,0,0,1,0,0,0
548,saplosīt,K3.īt,3914,1.0,0,0,0,0,1,0,0,0,0,0,0
549,lamatas,D4.as,3900,1.0,0,0,0,0,1,0,0,0,0,0,0
550,шок,Rus,3895,0.4,0,0,0,0,0,0,1,0,0,0,0
551,neciešams,Īp.s,3884,0.4,0,0,0,0,0,0,1,0,0,0,0
552,spiegot,K2.t,3876,0.4,0,0,0,0,0,0,0,1,0,0,1
553,kalpošana,D4.a,3855,0.7,0,0,1,0,0,0,0,0,0,0,0
554,удар,Rus,3839,1.0,0,0,0,0,1,0,0,0,0,0,0
555,jānodod,Fix,3830,1.0,0,0,0,1,0,0,0,0,0,0,0
556,lobēts,Īp.s,3797,0.7,0,0,1,0,0,0,0,0,0,0,0
557,kukuļņēmējs,D1.s,3793,0.7,0,0,1,0,0,0,0,0,0,0,0
558,nosists,Īp.s,3788,1.0,0,0,0,0,1,0,0,0,0,0,0
559,huligāne,D5.e,3787,0.4,0,0,0,0,0,0,1,0,0,0,0
560,patriekts,Īp.s,3779,1.0,0,0,0,0,1,0,0,0,0,0,0
561,inkvizīcija,D4.a,3776,0.4,0,0,0,0,0,0,1,0,0,0,0
562,alkašs,D1.s,3774,0.4,0,1,0,0,0,0,0,0,0,0,0
563,apkaunojums,D1.s,3763,0.7,0,0,0,0,0,0,0,0,1,0,0
564,kapitālistisks,Īp.s,3750,0.7,0,0,1,0,0,0,0,0,0,0,0
565,aptīrīt,K3.īt,3747,1.0,0,0,0,0,1,0,0,0,0,0,0
566,iznīcinātāja,D4.a,3726,1.0,0,0,0,0,1,0,0,0,0,0,0
567,āpsis,D2.sis,3709,0.4,0,1,0,0,0,0,0,0,0,0,0
568,huligāns,D1.s,3707,0.4,0,0,0,0,0,0,1,0,0,0,0
569,apdirsties,K1.sties.šos.sos,3699,0.4,0,0,0,0,0,0,1,0,0,0,0
570,jāšauj,Fix,3699,1.0,0,0,0,1,0,0,0,0,0,0,0
571,kapitālists,D1.s,3690,0.7,0,0,1,0,0,0,0,0,0,0,0
572,mauka,D4.a,3689,0.4,0,1,0,0,0,0,0,0,0,0,0
573,nolādēt,K2.t,3659,1.0,0,0,0,0,1,0,0,0,0,0,0
574,nozombēt,K2.t,3619,1.0,0,0,0,0,1,0,0,0,0,0,0
575,aplaupīšana,D4.a,3563,1.0,0,0,0,0,1,0,0,0,0,0,0
576,koruptīvs,Īp.s,3562,0.7,0,0,1,0,0,0,0,0,0,0,0
577,преступление,Rus,3561,0.4,0,0,0,0,0,0,1,0,0,0,0
578,aiztīties,K1.īties.inos.inos,3522,1.0,0,0,0,0,1,0,0,0,0,0,0
579,krāpniecība,D4.a,3520,0.7,0,0,1,0,0,0,0,0,0,0,0
580,spridzināšana,D4.a,3510,0.4,0,0,0,0,0,0,0,1,0,0,0
581,afērists,D1.s,3498,0.7,0,0,1,0,0,0,0,0,0,0,0
582,alkāns,D1.s,3497,0.4,0,1,0,0,0,0,0,0,0,0,0
583,kukuļot,K2.t,3492,0.7,0,0,1,0,0,0,0,0,0,0,0
584,riebeklis,D2.lis,3483,0.4,0,1,0,0,0,0,0,0,0,0,0
585,жертва,Rus,3470,0.7,0,0,1,0,0,0,0,0,0,0,0
586,parazītisks,Īp.s,3466,0.7,0,0,1,0,0,0,0,0,1,0,0
587,оборона,Rus,3462,0.4,0,0,0,0,0,0,0,1,0,0,0
588,сбить,Rus,3458,1.0,0,0,0,0,1,0,0,0,0,0,0
589,bandītisms,D1.s,3457,0.4,0,0,0,0,0,0,1,0,0,0,0
590,jādzen,Fix,3433,1.0,0,0,0,1,0,0,0,0,0,0,0
591,korumpētība,D4.a,3393,0.7,0,0,1,0,0,0,0,0,0,0,0
592,cietsirdīgs,Īp.s,3387,0.4,0,0,0,0,0,0,1,0,0,0,0
593,kriminālnoziedznieks,D1.s,3364,0.4,0,0,0,0,0,0,1,0,0,0,0
594,сталина,Rus,3357,0.7,0,0,0,0,0,1,0,0,0,0,0
595,kretīnisks,Īp.s,3355,0.4,0,1,0,0,0,0,0,0,0,0,0
596,cionisms,D1.s,3349,0.7,1,0,0,0,0,0,0,0,0,0,0
597,валить,Rus,3307,1.0,0,0,0,0,1,0,0,0,0,0,0
598,угроза,Rus,3306,1.0,0,0,0,0,1,0,0,0,0,0,0
599,apdirst,K1.st.šu.su,3296,0.4,0,0,0,0,0,0,1,0,0,0,0
600,kastrēt,K2.t,3296,1.0,0,0,0,1,1,0,0,0,0,0,0
601,postošs,Īp.s,3290,0.4,0,0,0,0,0,0,1,0,0,0,0
602,izvarotāja,D4.a,3287,1.0,0,0,0,0,1,0,0,0,0,0,0
603,moceklis,D2.lis,3286,0.4,0,0,0,0,0,0,1,0,0,0,0
604,linča,D4.a,3244,1.0,0,0,0,0,1,0,0,0,0,0,0
605,izkropļots,Īp.s,3241,0.4,0,0,0,0,0,0,1,0,0,0,0
606,izdauzīt,K3.īt,3235,1.0,0,0,0,0,1,0,0,0,0,0,0
607,уничтожить,Rus,3233,1.0,0,0,0,0,1,0,0,0,0,0,0
608,раба,Rus,3229,0.7,0,0,1,0,0,0,0,0,0,0,0
609,боевой,Rus,3220,0.4,0,0,0,0,0,0,0,1,0,0,0
610,lamāšanās,DR.šanās,3204,1.0,0,0,0,0,1,0,0,0,0,0,0
611,судить,Rus,3165,0.4,0,0,0,0,0,0,1,0,0,0,0
613,apmuļķot,K2.t,3101,0.7,0,0,1,0,0,0,0,0,0,0,0
614,kūdīšana,D4.a,3084,1.0,0,0,0,0,1,0,0,0,0,0,0
615,sātanisks,Īp.s,3079,0.4,0,0,0,0,0,0,1,0,0,0,0
616,kampt,K1.pt.pju.pu,3077,1.0,0,0,0,0,1,0,0,0,0,0,0
617,убийство,Rus,3077,1.0,0,0,0,0,1,0,0,0,0,0,0
618,генерал,Rus,3073,0.4,0,0,0,0,0,0,0,1,0,0,0
619,cietēja,D4.a,3065,0.55,0,0,1,0,0,0,1,0,0,0,0
620,izkrāpts,Īp.s,3059,0.7,0,0,1,0,0,0,0,0,0,0,0
621,pediņš,D1.š,3058,0.4,0,1,0,0,0,0,0,0,0,0,0
622,huiņa,D4.a,3038,0.4,0,1,0,0,0,0,0,0,0,0,0
623,aplaupīts,Īp.s,3005,1.0,0,0,0,0,1,0,0,0,0,0,0
624,kaitīgums,D1.s,3003,0.85,0,0,1,0,1,0,0,0,0,0,0
625,nokauts,Īp.s,2996,1.0,0,0,0,0,1,0,0,0,0,0,0
626,nacionālistisks,Īp.s,2987,0.4,0,0,0,0,0,0,1,0,0,0,0
627,apkrāpts,Īp.s,2984,0.7,0,0,1,0,0,0,0,0,0,0,0
628,maucējs,D1.s,2950,0.4,0,0,0,0,0,0,1,0,0,0,0
629,apsprāgt,K1.gt.gstu.gu,2943,1.0,0,0,0,0,1,0,0,0,0,0,0
630,идиот,Rus,2926,0.4,0,1,0,0,0,0,0,0,0,0,0
631,uzpirkšana,D4.a,2915,0.7,0,0,1,0,0,0,0,0,1,0,0
632,manipulējams,Īp.s,2903,0.7,0,0,1,0,0,0,0,0,0,0,0
633,kaitnieks,D1.s,2892,1.0,0,0,0,0,1,0,0,0,0,0,0
634,bezdēt,K3.ēt,2891,0.4,0,0,0,0,0,0,1,0,0,0,0
635,aizskaršana,D4.a,2877,1.0,0,0,0,0,1,0,0,0,0,0,0
636,agresorvalsts,D6.s,2843,0.4,0,0,0,0,0,0,1,0,0,0,0
637,galvaskauss,D1.s,2827,0.4,0,0,0,0,0,0,1,0,0,0,0
638,sabotāža,D4.a,2827,1.0,0,0,0,0,1,0,0,0,0,0,0
639,kverplis,D2.lis,2815,0.4,0,1,0,0,0,0,0,0,0,0,0
640,nomocīt,K3.cīt,2807,1.0,0,0,0,0,1,0,0,0,0,0,0
641,кризис,Rus,2798,0.1,0,0,0,0,0,0,0,0,0,0,0
642,runga,D4.a,2792,0.4,0,0,0,0,0,0,1,0,0,0,0
643,privatizēts,Īp.s,2789,0.7,0,0,1,0,0,0,0,0,0,0,0
644,aizmālēšana,D4.a,2785,0.7,0,0,1,0,0,0,0,0,0,0,0
645,paverdzināšana,D4.a,2781,0.7,0,0,1,0,0,0,0,0,0,0,0
646,joske,D5.e,2768,0.7,1,0,0,0,0,0,0,0,0,0,0
647,izkrāpšana,D4.a,2758,0.7,0,0,1,0,0,0,0,0,0,0,0
648,niknums,D1.s,2746,1.0,0,0,0,0,0,0,0,0,0,1,0
649,обстрел,Rus,2745,0.4,0,0,0,0,0,0,0,1,0,0,0
650,sitējs,D1.s,2732,1.0,0,0,0,0,1,0,0,0,0,0,0
651,iedurt,K1.urt.uru.ūru,2728,1.0,0,0,0,0,1,0,0,0,0,0,0
652,lielgabalgaļa,D4.a,2723,0.4,0,0,0,0,0,0,1,0,0,0,0
653,riebeklība,D4.a,2720,0.4,0,1,0,0,0,0,0,0,0,0,0
654,дурак,Rus,2717,0.4,0,1,0,0,0,0,0,0,0,0,0
655,samalt,K1.lt.ļu.lu,2707,1.0,0,0,0,0,1,0,0,0,0,0,0
656,homītis,D2.tis,2688,0.55,1,1,0,0,0,0,0,0,0,0,0
657,kūdītājs,D1.s,2687,1.0,0,0,0,0,1,0,0,0,0,0,0
658,dedzinātājs,D1.s,2673,1.0,0,0,0,0,1,0,0,0,0,0,0
659,kukuļņemšana,D4.a,2657,0.7,0,0,1,0,0,0,0,0,0,0,0
660,sakropļot,K2.t,2645,1.0,0,0,0,1,1,0,0,0,0,0,0
661,kukuļošana,D4.a,2614,0.7,0,0,1,0,0,0,0,0,0,0,0
662,быдло,Rus,2613,0.55,1,1,0,0,0,0,0,0,0,0,0
664,nesodāmība,D4.a,2584,0.7,0,0,1,0,0,0,0,0,0,0,0
665,bendēt,K2.t,2568,0.4,0,0,0,0,0,0,1,0,0,0,0
666,kretīnisms,D1.s,2565,0.4,0,1,0,0,0,0,0,0,0,0,0
667,душить,Rus,2563,1.0,0,0,0,0,1,0,0,0,0,0,0
668,salaupīts,Īp.s,2550,1.0,0,0,0,0,1,0,0,0,0,0,0
669,mocības,D4.as,2543,0.4,0,0,0,0,0,0,1,0,0,0,0
670,centrālcietums,D1.s,2540,0.4,0,0,0,0,0,0,1,0,0,0,0
671,aizmālēt,K2.t,2531,0.7,0,0,1,0,0,0,0,0,0,0,0
672,debīlisms,D1.s,2527,0.4,0,1,0,0,0,0,0,0,0,0,0
673,jānošauj,Fix,2511,1.0,0,0,0,1,0,0,0,0,0,0,0
674,svensons,D1.s,2497,0.7,1,0,0,0,0,0,0,0,0,0,0
675,apklusināt,K3.ināt,2496,1.0,0,0,0,0,1,0,0,0,0,0,0
676,ненавидеть,Rus,2495,1.0,0,0,0,0,0,0,0,0,0,1,0
677,ķengāt,K2.t,2487,1.0,0,0,0,0,1,0,0,0,0,0,0
678,kriminālnoziegums,D1.s,2468,0.4,0,0,0,0,0,0,1,0,0,0,0
679,ekstrēmists,D1.s,2456,0.4,0,0,0,0,0,0,1,0,0,0,0
680,bezpriģels,D1.s,2448,0.4,0,0,0,0,0,0,1,0,0,0,0
681,kautuve,D5.e,2436,0.4,0,0,0,0,0,0,1,0,0,0,0
682,izkropļot,K2.t,2427,0.4,0,0,0,0,0,0,1,0,0,0,0
683,adrenalīns,D1.s,2408,0.4,0,0,0,0,0,0,1,0,0,0,0
684,iznīdēts,Īp.s,2403,1.0,0,0,0,0,1,0,0,0,0,0,0
